RF-CAT,SEXO,IDA-MÉD,TC,NC,TO,ME,TURNO,ANO,AE
ND,M,32.0,FIC,DES,CON,P,VES,2017,0
ND,M,32.0,FIC,DES,CON,P,VES,2017,0
ND,M,37.0,FIC,ADS,CON,P,INT,2017,0
ND,M,37.0,FIC,CTUCAL,CON,P,INT,2017,0
ND,M,37.0,FIC,CTUCAL,CON,P,INT,2017,1
ND,M,37.0,FIC,MFC,CON,P,NOT,2017,0
ND,M,37.0,FIC,MFC,CON,P,NOT,2017,0
ND,M,37.0,FIC,MFC,CON,P,NOT,2017,0
ND,M,37.0,FIC,MFC,CON,P,NOT,2017,0
ND,M,37.0,FIC,MFC,CON,P,NOT,2017,0
ND,M,37.0,FIC,MFC,CON,P,NOT,2017,1
ND,M,37.0,FIC,MFC,CON,P,NOT,2017,1
ND,M,37.0,FIC,PEP,CON,P,NOT,2017,0
ND,M,37.0,FIC,PEP,CON,P,NOT,2017,0
ND,M,37.0,FIC,PEP,CON,P,NOT,2017,0
ND,M,37.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,37.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,37.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,37.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,37.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,37.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,37.0,FIC,POP,CON,P,NOT,2017,0
ND,M,37.0,FIC,POP,CON,P,NOT,2017,1
ND,M,37.0,FIC,DES,CON,P,NOT,2017,0
ND,M,37.0,FIC,DES,CON,P,NOT,2017,1
ND,M,37.0,FIC,DES,CON,P,VES,2017,0
ND,M,37.0,FIC,DES,CON,P,VES,2017,0
ND,M,37.0,FIC,DES,CON,P,VES,2017,0
ND,M,37.0,FIC,DES,CON,P,VES,2017,0
ND,M,37.0,FIC,DES,CON,P,VES,2017,0
ND,M,42.0,FIC,MFC,CON,P,NOT,2017,0
ND,M,42.0,FIC,MFC,CON,P,NOT,2017,1
ND,M,42.0,FIC,MFC,CON,P,NOT,2017,1
ND,M,42.0,FIC,MFC,CON,P,NOT,2017,1
ND,M,42.0,FIC,MFC,CON,P,NOT,2017,1
ND,M,42.0,FIC,MFC,CON,P,NOT,2017,1
ND,M,42.0,FIC,PEP,CON,P,NOT,2017,0
ND,M,42.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,42.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,42.0,FIC,POP,CON,P,NOT,2017,0
ND,M,42.0,FIC,POP,CON,P,NOT,2017,0
ND,M,42.0,FIC,POP,CON,P,NOT,2017,0
ND,M,42.0,FIC,POP,CON,P,NOT,2017,1
ND,M,47.0,FIC,CTUCAL,CON,P,INT,2017,1
ND,M,47.0,FIC,MFC,CON,P,NOT,2017,0
ND,M,47.0,FIC,MFC,CON,P,NOT,2017,0
ND,M,47.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,47.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,47.0,FIC,DES,CON,P,NOT,2017,0
ND,M,52.0,FIC,MFC,CON,P,NOT,2017,0
ND,M,52.0,FIC,MFC,CON,P,NOT,2017,1
ND,M,52.0,FIC,MFC,CON,P,NOT,2017,1
ND,M,52.0,FIC,PEP,CON,P,NOT,2017,0
ND,M,52.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,52.0,FIC,PEP,CON,P,NOT,2017,1
ND,M,52.0,FIC,POP,CON,P,NOT,2017,0
ND,M,52.0,FIC,POP,CON,P,NOT,2017,0
ND,M,52.0,FIC,POP,CON,P,NOT,2017,0
ND,M,52.0,FIC,DES,CON,P,VES,2017,0
ND,M,52.0,TÉC,TA,SUB,P,NOT,2017,1
ND,M,57.0,FIC,ADS,CON,P,INT,2017,0
ND,M,57.0,FIC,CTECL,CON,P,INT,2017,1
ND,M,57.0,FIC,CTUCAL,CON,P,INT,2017,1
ND,M,57.0,FIC,POP,CON,P,NOT,2017,0
ND,M,57.0,FIC,POP,CON,P,NOT,2017,0
ND,M,62.0,FIC,POP,CON,P,NOT,2017,0
"0,5",M,17.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,22.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,22.0,TÉC,GT,SUB,P,VES,2018,1
"0,5",M,27.0,TÉC,TI,SUB,P,NOT,2018,0
"1,5",M,17.0,TÉC,SJ,INT,P,INT,2018,0
ND,F,17.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,1
"0,5",F,17.0,FIC,OC,CON,P,VES,2018,0
"0,5",F,17.0,FIC,OC,CON,P,VES,2018,0
"0,5",F,17.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,17.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,17.0,TÉC,TI,SUB,P,VES,2018,1
"0,5",F,22.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,22.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,22.0,TÉC,SJ,SUB,P,VES,2018,1
"0,5",F,22.0,TÉC,TI,SUB,P,NOT,2018,0
"0,5",F,22.0,TÉC,TI,SUB,P,VES,2018,1
"0,5",F,27.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,27.0,TÉC,TA,SUB,P,NOT,2018,0
"0,5",F,37.0,TÉC,GT,SUB,P,VES,2018,1
"0,5",F,42.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,42.0,TÉC,TI,SUB,P,NOT,2018,0
"0,5",F,47.0,TÉC,TI,SUB,P,NOT,2018,0
"0,5",F,47.0,TÉC,TA,SUB,P,NOT,2018,1
"0,5",M,17.0,FIC,OC,CON,P,VES,2018,0
"0,5",M,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",M,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",M,22.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,22.0,TÉC,GT,SUB,P,VES,2018,1
"0,5",M,22.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",M,22.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",M,22.0,TÉC,SJ,SUB,P,NOT,2018,1
"0,5",M,22.0,FIC,VE,CON,P,VES,2018,0
"0,5",M,32.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",M,32.0,TÉC,TI,SUB,P,VES,2018,0
"0,5",M,37.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,57.0,TÉC,GT,SUB,P,VES,2018,0
1,F,17.0,FIC,RE,CON,P,VES,2018,1
1,F,17.0,TÉC,SJ,SUB,P,NOT,2018,0
1,F,17.0,TÉC,SJ,SUB,P,NOT,2018,1
1,F,17.0,TÉC,SJ,INT,P,INT,2018,0
1,F,17.0,TÉC,SJ,INT,P,INT,2018,0
1,F,17.0,TÉC,SJ,INT,P,INT,2018,0
1,F,17.0,TÉC,TI,SUB,P,VES,2018,0
1,F,22.0,FIC,OC,CON,P,VES,2018,0
1,F,37.0,FIC,DES,CON,P,NOT,2018,0
1,F,37.0,TÉC,GT,SUB,P,VES,2018,0
1,F,42.0,FIC,RE,CON,P,VES,2018,1
1,F,47.0,FIC,OC,CON,P,VES,2018,0
1,F,47.0,TÉC,GT,SUB,P,VES,2018,1
1,M,17.0,TÉC,SJ,INT,P,INT,2018,0
1,M,17.0,TÉC,SJ,INT,P,INT,2018,0
1,M,17.0,TÉC,TI,SUB,P,VES,2018,1
1,M,22.0,FIC,DES,CON,P,NOT,2018,0
1,M,22.0,FIC,DES,CON,P,NOT,2018,0
1,M,27.0,TÉC,TA,SUB,P,NOT,2018,0
1,M,37.0,TÉC,TI,SUB,P,NOT,2018,1
1,M,42.0,FIC,DES,CON,P,NOT,2018,0
1,M,47.0,TÉC,SJ,SUB,P,VES,2018,1
1,M,57.0,TÉC,TI,SUB,P,VES,2018,0
"1,5",F,17.0,FIC,OC,CON,P,VES,2018,0
"1,5",F,17.0,FIC,OC,CON,P,VES,2018,0
"1,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"1,5",F,37.0,TÉC,GT,SUB,P,VES,2018,0
"1,5",F,47.0,FIC,RE,CON,P,VES,2018,0
"1,5",M,37.0,FIC,DES,CON,P,NOT,2018,0
"1,5",M,37.0,TÉC,GT,SUB,P,VES,2018,0
"1,5",M,42.0,TÉC,SJ,SUB,P,NOT,2018,1
"1,5",M,52.0,FIC,DES,CON,P,NOT,2018,0
"2,5",M,22.0,TÉC,TA,SUB,P,NOT,2018,0
"2,5",M,62.0,TÉC,GT,SUB,P,VES,2018,1
"3,5",F,32.0,TÉC,GT,SUB,P,VES,2018,0
"3,5",F,37.0,TÉC,SJ,SUB,P,VES,2018,1
5,F,32.0,TÉC,TI,SUB,P,VES,2018,1
5,F,62.0,TÉC,SJ,SUB,P,NOT,2018,0
5,M,57.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,17.0,FIC,OC,CON,P,VES,2018,0
ND,F,17.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,F,17.0,TÉC,TI,SUB,P,VES,2018,1
ND,F,22.0,FIC,RE,CON,P,VES,2018,1
ND,F,22.0,TÉC,GT,SUB,P,VES,2018,1
ND,F,32.0,FIC,RE,CON,P,VES,2018,1
ND,F,32.0,FIC,RE,CON,P,VES,2018,1
ND,F,32.0,TÉC,GT,SUB,P,VES,2018,1
ND,F,32.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,32.0,TÉC,TI,SUB,P,NOT,2018,1
ND,F,32.0,TÉC,TI,SUB,P,VES,2018,1
ND,F,32.0,TÉC,TI,SUB,P,VES,2018,1
ND,F,32.0,TÉC,TA,SUB,P,NOT,2018,0
ND,F,32.0,FIC,VE,CON,P,VES,2018,1
ND,F,37.0,FIC,OC,CON,P,VES,2018,0
ND,F,37.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,37.0,TÉC,GT,SUB,P,VES,2018,1
ND,F,37.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,42.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,47.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,47.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,47.0,TÉC,SJ,SUB,P,VES,2018,0
ND,M,17.0,TÉC,SJ,INT,P,INT,2018,0
ND,M,17.0,TÉC,TI,SUB,P,VES,2018,1
ND,M,22.0,TÉC,GT,SUB,P,VES,2018,1
ND,M,22.0,TÉC,TI,SUB,P,NOT,2018,1
ND,M,27.0,FIC,DES,CON,P,NOT,2018,0
ND,M,27.0,TÉC,TI,SUB,P,NOT,2018,1
ND,M,27.0,TÉC,TI,SUB,P,VES,2018,1
ND,M,32.0,TÉC,GT,SUB,P,VES,2018,0
ND,M,32.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,M,32.0,TÉC,TI,SUB,P,VES,2018,0
ND,M,32.0,TÉC,TA,SUB,P,NOT,2018,1
ND,M,37.0,TÉC,TI,SUB,P,VES,2018,1
ND,M,47.0,TÉC,GT,SUB,P,VES,2018,0
ND,M,52.0,TÉC,TI,SUB,P,VES,2018,1
ND,M,57.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,M,62.0,TÉC,TI,SUB,P,NOT,2018,0
"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,2018,1
"0,5",F,37.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,27.0,TÉC,GT,SUB,P,VES,2018,0
ND,M,27.0,TÉC,GT,SUB,P,VES,2018,1
"0,5",F,17.0,FIC,OC,CON,P,VES,2018,0
"0,5",F,17.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,17.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,17.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,17.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,17.0,TÉC,GT,SUB,P,VES,2018,1
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,17.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,17.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,17.0,TÉC,SJ,SUB,P,VES,2018,0
"0,5",F,22.0,FIC,OC,CON,P,VES,2018,0
"0,5",F,22.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,22.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,22.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,2018,1
"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,2018,1
"0,5",F,27.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",F,27.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",F,27.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",F,27.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",F,27.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",F,27.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,27.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,27.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,27.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,27.0,TÉC,SJ,SUB,P,NOT,2018,1
"0,5",F,27.0,TÉC,TI,SUB,P,NOT,2018,0
"0,5",F,32.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,32.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,37.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,42.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",F,42.0,TÉC,SJ,SUB,P,VES,2018,1
"0,5",F,42.0,TÉC,TI,SUB,P,NOT,2018,0
"0,5",F,47.0,TÉC,TI,SUB,P,NOT,2018,0
"0,5",F,52.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",F,52.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",F,57.0,TÉC,TA,SUB,P,NOT,2018,0
"0,5",M,17.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,17.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",M,17.0,TÉC,SJ,INT,P,INT,2018,1
"0,5",M,17.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",M,17.0,TÉC,TI,SUB,P,VES,2018,1
"0,5",M,22.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,22.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,22.0,TÉC,GT,SUB,P,VES,2018,1
"0,5",M,22.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",M,22.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",M,22.0,TÉC,PES,SUB,P,VES,2018,1
"0,5",M,22.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",M,27.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",M,32.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,37.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,37.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",M,37.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",M,42.0,TÉC,GT,SUB,P,VES,2018,1
"0,5",M,42.0,TÉC,PES,SUB,P,VES,2018,0
"0,5",M,42.0,TÉC,SJ,SUB,P,NOT,2018,1
"0,5",M,47.0,TÉC,TI,SUB,P,VES,2018,0
"0,5",M,57.0,TÉC,SJ,SUB,P,NOT,2018,0
1,F,17.0,FIC,OC,CON,P,VES,2018,0
1,F,17.0,FIC,OC,CON,P,VES,2018,0
1,F,17.0,TÉC,GT,SUB,P,VES,2018,0
1,F,17.0,TÉC,SJ,INT,P,INT,2018,0
1,F,17.0,TÉC,SJ,INT,P,INT,2018,0
1,F,17.0,TÉC,SJ,INT,P,INT,2018,0
1,F,22.0,FIC,OC,CON,P,VES,2018,0
1,F,22.0,FIC,RE,CON,P,VES,2018,0
1,F,22.0,TÉC,GT,SUB,P,VES,2018,0
1,F,22.0,TÉC,GT,SUB,P,VES,2018,0
1,F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
1,F,22.0,TÉC,SJ,SUB,P,NOT,2018,1
1,F,27.0,FIC,OC,CON,P,VES,2018,0
1,F,27.0,FIC,OC,CON,P,VES,2018,0
1,F,27.0,FIC,DES,CON,P,NOT,2018,0
1,F,27.0,FIC,DES,CON,P,NOT,2018,0
1,F,27.0,FIC,DES,CON,P,NOT,2018,1
1,F,27.0,FIC,DES,CON,P,NOT,2018,1
1,F,27.0,FIC,RE,CON,P,VES,2018,1
1,F,27.0,FIC,RE,CON,P,VES,2018,1
1,F,32.0,FIC,OC,CON,P,VES,2018,0
1,F,32.0,FIC,DES,CON,P,NOT,2018,0
1,F,32.0,FIC,RE,CON,P,VES,2018,0
1,F,32.0,FIC,RE,CON,P,VES,2018,1
1,F,32.0,TÉC,SJ,SUB,P,VES,2018,0
1,F,32.0,TÉC,SJ,SUB,P,VES,2018,0
1,F,37.0,FIC,DES,CON,P,NOT,2018,1
1,F,37.0,FIC,RE,CON,P,VES,2018,0
1,F,37.0,FIC,RE,CON,P,VES,2018,0
1,F,37.0,FIC,RE,CON,P,VES,2018,1
1,F,42.0,FIC,OC,CON,P,VES,2018,0
1,F,42.0,FIC,OC,CON,P,VES,2018,0
1,F,42.0,FIC,RE,CON,P,VES,2018,0
1,F,42.0,TÉC,SJ,SUB,P,NOT,2018,0
1,F,42.0,TÉC,SJ,SUB,P,NOT,2018,1
1,F,47.0,FIC,OC,CON,P,VES,2018,0
1,F,47.0,FIC,OC,CON,P,VES,2018,0
1,F,47.0,FIC,DES,CON,P,NOT,2018,0
1,F,47.0,FIC,RE,CON,P,VES,2018,0
1,F,47.0,FIC,RE,CON,P,VES,2018,1
1,F,47.0,TÉC,TI,SUB,P,NOT,2018,0
1,F,52.0,FIC,OC,CON,P,VES,2018,0
1,F,52.0,FIC,OC,CON,P,VES,2018,0
1,F,52.0,FIC,DES,CON,P,NOT,2018,0
1,M,17.0,FIC,OC,CON,P,VES,2018,0
1,M,17.0,FIC,OC,CON,P,VES,2018,0
1,M,17.0,TÉC,GT,SUB,P,VES,2018,0
1,M,27.0,FIC,DES,CON,P,NOT,2018,0
1,M,27.0,FIC,DES,CON,P,NOT,2018,0
1,M,27.0,FIC,DES,CON,P,NOT,2018,1
1,M,27.0,TÉC,GT,SUB,P,VES,2018,0
1,M,32.0,FIC,DES,CON,P,NOT,2018,0
1,M,32.0,FIC,DES,CON,P,NOT,2018,0
1,M,32.0,FIC,DES,CON,P,NOT,2018,0
1,M,32.0,FIC,DES,CON,P,NOT,2018,1
1,M,32.0,FIC,DES,CON,P,NOT,2018,1
1,M,37.0,FIC,DES,CON,P,NOT,2018,0
1,M,37.0,TÉC,TI,SUB,P,VES,2018,0
1,M,42.0,FIC,DES,CON,P,NOT,2018,0
1,M,42.0,FIC,DES,CON,P,NOT,2018,0
1,M,42.0,TÉC,TI,SUB,P,NOT,2018,1
1,M,42.0,TÉC,TA,SUB,P,NOT,2018,0
1,M,47.0,TÉC,GT,SUB,P,VES,2018,1
1,M,52.0,TÉC,TI,SUB,P,VES,2018,0
1,M,57.0,TÉC,TI,SUB,P,VES,2018,0
"1,5",F,22.0,FIC,OC,CON,P,VES,2018,0
"1,5",F,22.0,FIC,OC,CON,P,VES,2018,0
"1,5",F,27.0,FIC,OC,CON,P,VES,2018,0
"1,5",F,37.0,FIC,DES,CON,P,NOT,2018,0
"1,5",F,37.0,FIC,RE,CON,P,VES,2018,1
"1,5",F,42.0,FIC,OC,CON,P,VES,2018,0
"1,5",M,22.0,FIC,DES,CON,P,NOT,2018,0
"1,5",M,22.0,TÉC,SJ,SUB,P,NOT,2018,0
"1,5",M,27.0,FIC,DES,CON,P,NOT,2018,0
"1,5",M,32.0,FIC,DES,CON,P,NOT,2018,0
"1,5",M,32.0,FIC,DES,CON,P,NOT,2018,0
"1,5",M,32.0,TÉC,GT,SUB,P,VES,2018,0
"1,5",M,32.0,TÉC,TA,SUB,P,NOT,2018,0
"1,5",M,37.0,FIC,DES,CON,P,NOT,2018,0
"1,5",M,42.0,FIC,DES,CON,P,NOT,2018,0
"2,5",F,37.0,TÉC,GT,SUB,P,VES,2018,0
"2,5",F,37.0,TÉC,TI,SUB,P,NOT,2018,0
"2,5",F,42.0,FIC,DES,CON,P,NOT,2018,1
"2,5",M,37.0,TÉC,TI,SUB,P,NOT,2018,1
"2,5",M,47.0,TÉC,TI,SUB,P,NOT,2018,1
"3,5",F,27.0,TÉC,GT,SUB,P,VES,2018,0
"3,5",F,27.0,TÉC,SJ,SUB,P,NOT,2018,0
"3,5",M,17.0,TÉC,SJ,INT,P,INT,2018,0
5,F,17.0,TÉC,SJ,INT,P,INT,2018,1
5,F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
5,F,22.0,TÉC,TI,SUB,P,VES,2018,0
5,F,27.0,TÉC,SJ,SUB,P,NOT,2018,1
5,F,32.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,17.0,FIC,OC,CON,P,VES,2018,0
ND,F,17.0,FIC,OC,CON,P,VES,2018,0
ND,F,17.0,FIC,OC,CON,P,VES,2018,0
ND,F,17.0,FIC,RE,CON,P,VES,2018,1
ND,F,17.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,17.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,17.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,17.0,FIC,VE,CON,P,VES,2018,1
ND,F,22.0,FIC,RE,CON,P,VES,2018,1
ND,F,22.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,22.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,22.0,TÉC,GT,SUB,P,VES,2018,1
ND,F,22.0,TÉC,PES,SUB,P,VES,2018,0
ND,F,22.0,TÉC,PES,SUB,P,VES,2018,0
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,22.0,TÉC,TI,SUB,P,NOT,2018,1
ND,F,22.0,FIC,VE,CON,P,VES,2018,0
ND,F,27.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,27.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,32.0,FIC,DES,CON,P,NOT,2018,0
ND,F,32.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,32.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,F,32.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,F,32.0,TÉC,TI,SUB,P,VES,2018,1
ND,F,32.0,TÉC,TI,SUB,P,VES,2018,1
ND,F,32.0,TÉC,TI,SUB,P,VES,2018,1
ND,F,32.0,FIC,VE,CON,P,VES,2018,1
ND,F,37.0,FIC,OC,CON,P,VES,2018,0
ND,F,37.0,FIC,RE,CON,P,VES,2018,1
ND,F,37.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,37.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,37.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,F,37.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,F,37.0,TÉC,SJ,SUB,P,VES,2018,1
ND,F,37.0,TÉC,SJ,SUB,P,VES,2018,1
ND,F,37.0,TÉC,TA,SUB,P,NOT,2018,0
ND,F,42.0,TÉC,TI,SUB,P,NOT,2018,0
ND,F,42.0,TÉC,TI,SUB,P,NOT,2018,0
ND,F,42.0,TÉC,TI,SUB,P,NOT,2018,1
ND,F,42.0,TÉC,TI,SUB,P,NOT,2018,1
ND,F,47.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,47.0,TÉC,PES,SUB,P,VES,2018,0
ND,F,47.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,F,47.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,F,52.0,TÉC,GT,SUB,P,VES,2018,0
ND,F,52.0,TÉC,TI,SUB,P,NOT,2018,1
ND,F,62.0,TÉC,TI,SUB,P,NOT,2018,1
ND,F,62.0,FIC,VE,CON,P,VES,2018,1
ND,M,17.0,TÉC,GT,SUB,P,VES,2018,1
ND,M,17.0,FIC,VE,CON,P,VES,2018,1
ND,M,22.0,TÉC,GT,SUB,P,VES,2018,1
ND,M,22.0,TÉC,PES,SUB,P,VES,2018,0
ND,M,22.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,M,22.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,M,22.0,FIC,VE,CON,P,VES,2018,1
ND,M,27.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,M,27.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,M,27.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,M,27.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,M,32.0,FIC,DES,CON,P,NOT,2018,0
ND,M,32.0,FIC,DES,CON,P,NOT,2018,1
ND,M,32.0,TÉC,SJ,SUB,P,VES,2018,1
ND,M,32.0,TÉC,TI,SUB,P,VES,2018,1
ND,M,32.0,TÉC,TA,SUB,P,NOT,2018,1
ND,M,37.0,TÉC,GT,SUB,P,VES,2018,1
ND,M,37.0,TÉC,SJ,SUB,P,VES,2018,1
ND,M,37.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,M,37.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,M,37.0,TÉC,TI,SUB,P,NOT,2018,0
ND,M,42.0,TÉC,SJ,SUB,P,NOT,2018,0
ND,M,42.0,TÉC,SJ,SUB,P,NOT,2018,1
ND,M,42.0,TÉC,TI,SUB,P,NOT,2018,0
ND,M,47.0,FIC,DES,CON,P,NOT,2018,0
ND,M,47.0,TÉC,SJ,SUB,P,VES,2018,1
ND,M,52.0,TÉC,TI,SUB,P,VES,2018,1
ND,M,52.0,TÉC,TA,SUB,P,NOT,2018,1
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2018,0
"0,5",F,17.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,17.0,TÉC,TI,SUB,P,NOT,2018,1
"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,37.0,TÉC,SJ,SUB,P,NOT,2018,0
"0,5",F,42.0,TÉC,SJ,SUB,P,VES,2018,0
"0,5",M,17.0,TÉC,GT,SUB,P,VES,2018,0
"0,5",M,17.0,TÉC,SJ,INT,P,INT,2018,0
