CR,RF,RF-CAT,SEXO,IDA-MÉD,TC,NC,TO,ME,TURNO,TC-NC-TO,NC-ME,NC-TURNO,ANO,AE
PAR,,ND,F,37.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2017,NÃO
PAR,,ND,F,37.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,F,37.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,F,37.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,NÃO
PAR,,ND,F,37.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,NÃO
PAR,,ND,F,37.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PAR,,ND,F,37.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PAR,,ND,F,37.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PAR,,ND,F,42.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2017,SIM
PAR,,ND,F,42.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,NÃO
PAR,,ND,F,42.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,NÃO
PAR,,ND,F,42.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,F,42.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,F,42.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,F,42.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PAR,,ND,F,47.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,F,47.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PAR,,ND,F,47.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PAR,,ND,F,47.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PAR,,ND,M,17.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PAR,,ND,M,22.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,NÃO
PAR,,ND,M,22.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,SIM
PAR,,ND,M,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PAR,,ND,M,22.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,M,22.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,M,22.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PAR,,ND,M,27.0,FIC,CTUCAL,CON,P,INT,FIC-CTUCAL-CON,CTUCAL-P,CTUCAL-INT,2017,SIM
PAR,,ND,M,27.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2017,SIM
PAR,,ND,M,27.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,SIM
PAR,,ND,M,27.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PAR,,ND,M,27.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,M,27.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PAR,,ND,M,27.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PAR,,ND,M,32.0,FIC,PEP,CON,P,NOT,FIC-PEP-CON,PEP-P,PEP-NOT,2017,SIM
PAR,,ND,M,32.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,NÃO
PAR,,ND,M,32.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PAR,,ND,M,32.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PAR,,ND,M,32.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PAR,,ND,M,37.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2017,SIM
PAR,,ND,M,37.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PAR,,ND,M,37.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PAR,,ND,M,42.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,SIM
PAR,,ND,M,42.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,NÃO
PAR,,ND,M,42.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,M,42.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,M,42.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PAR,,ND,M,42.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PAR,,ND,M,42.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PAR,,ND,M,42.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PAR,,ND,M,42.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PAR,,ND,M,47.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PAR,,ND,M,52.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2017,SIM
PAR,,ND,M,52.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PAR,,ND,M,52.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PRE,0.5,"0,5",F,37.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2017,NÃO
PRE,0.5,"0,5",F,37.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,NÃO
PRE,0.5,"0,5",M,17.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PRE,0.5,"0,5",M,27.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,NÃO
PRE,0.5,"0,5",M,27.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PRE,0.5,"0,5",M,27.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PRE,0.5,"0,5",M,32.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
PRE,0.5,"0,5",M,42.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PRE,0.5,"0,5",M,47.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PRE,1.0,1,F,17.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2017,NÃO
PRE,1.0,1,F,22.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,NÃO
PRE,1.0,1,M,22.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PRE,3.5,"3,5",F,32.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,NÃO
PRE,5.0,5,M,62.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PRE,,ND,F,17.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PRE,,ND,F,17.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PRE,,ND,F,22.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,NÃO
PRE,,ND,F,22.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PRE,,ND,F,22.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PRE,,ND,F,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PRE,,ND,F,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PRE,,ND,F,27.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PRE,,ND,F,27.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PRE,,ND,F,32.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,NÃO
PRE,,ND,F,32.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PRE,,ND,F,37.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PRE,,ND,M,17.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2017,SIM
PRE,,ND,M,17.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PRE,,ND,M,17.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
PRE,,ND,M,22.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,SIM
PRE,,ND,M,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PRE,,ND,M,27.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PRE,,ND,M,27.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PRE,,ND,M,27.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PRE,,ND,M,32.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2017,SIM
PRE,,ND,M,32.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PRE,,ND,M,32.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
PRE,,ND,M,37.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PRE,,ND,M,37.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,SIM
PRE,,ND,M,42.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PRE,,ND,M,52.0,FIC,PEP,CON,P,NOT,FIC-PEP-CON,PEP-P,PEP-NOT,2017,SIM
PRE,,ND,M,52.0,TÉC,PES,SUB,P,VES,TÉC-PES-SUB,PES-P,PES-VES,2017,SIM
PRE,,ND,M,52.0,TÉC,TI,SUB,P,VES,TÉC-TI-SUB,TI-P,TI-VES,2017,NÃO
PRE,,ND,M,52.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
ND,0.5,"0,5",M,17.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,17.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,F,17.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,F,17.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,SIM
ND,,ND,F,17.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,F,17.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,F,17.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,F,17.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,F,17.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,SIM
ND,,ND,F,17.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,SIM
ND,,ND,F,22.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,SIM
ND,,ND,F,22.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,F,22.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,F,22.0,FIC,CTUCAL,CON,P,INT,FIC-CTUCAL-CON,CTUCAL-P,CTUCAL-INT,2017,SIM
ND,,ND,F,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,F,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,SIM
ND,,ND,F,22.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,27.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,F,27.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,SIM
ND,,ND,F,27.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,SIM
ND,,ND,F,27.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,NÃO
ND,,ND,F,27.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,27.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,F,27.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,F,27.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,F,32.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,F,32.0,FIC,CTUCAL,CON,P,INT,FIC-CTUCAL-CON,CTUCAL-P,CTUCAL-INT,2017,NÃO
ND,,ND,F,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,F,32.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,F,32.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,F,32.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,SIM
ND,,ND,F,32.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,32.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,32.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,37.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,F,37.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,F,37.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,SIM
ND,,ND,F,37.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,37.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,37.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,42.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,SIM
ND,,ND,F,42.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,F,42.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,42.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,F,47.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,F,47.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,F,47.0,FIC,PEP,CON,P,NOT,FIC-PEP-CON,PEP-P,PEP-NOT,2017,SIM
ND,,ND,F,47.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,F,52.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2017,NÃO
ND,,ND,M,17.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,M,17.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,M,17.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,M,17.0,FIC,CTUCAL,CON,P,INT,FIC-CTUCAL-CON,CTUCAL-P,CTUCAL-INT,2017,NÃO
ND,,ND,M,17.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,17.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,SIM
ND,,ND,M,17.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,SIM
ND,,ND,M,22.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,M,22.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,NÃO
ND,,ND,M,22.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,SIM
ND,,ND,M,22.0,FIC,CTECL,CON,P,INT,FIC-CTECL-CON,CTECL-P,CTECL-INT,2017,SIM
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,SIM
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,SIM
ND,,ND,M,22.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,SIM
ND,,ND,M,22.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,SIM
ND,,ND,M,22.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,SIM
ND,,ND,M,22.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,M,22.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,SIM
ND,,ND,M,22.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,M,22.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2017,SIM
ND,,ND,M,27.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,M,27.0,FIC,ADS,CON,P,INT,FIC-ADS-CON,ADS-P,ADS-INT,2017,NÃO
ND,,ND,M,27.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,SIM
ND,,ND,M,27.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,SIM
ND,,ND,M,27.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,M,27.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,M,27.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,M,27.0,FIC,DES,CON,P,VES,FIC-DES-CON,DES-P,DES-VES,2017,NÃO
ND,,ND,M,27.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,M,27.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,M,27.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2017,NÃO
ND,,ND,M,32.0,FIC,CTUCAL,CON,P,INT,FIC-CTUCAL-CON,CTUCAL-P,CTUCAL-INT,2017,SIM
ND,,ND,M,32.0,FIC,CTUCAL,CON,P,INT,FIC-CTUCAL-CON,CTUCAL-P,CTUCAL-INT,2017,SIM
ND,,ND,M,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,MFC,CON,P,NOT,FIC-MFC-CON,MFC-P,MFC-NOT,2017,SIM
ND,,ND,M,32.0,FIC,PEP,CON,P,NOT,FIC-PEP-CON,PEP-P,PEP-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,PEP,CON,P,NOT,FIC-PEP-CON,PEP-P,PEP-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,SIM
ND,,ND,M,32.0,FIC,POP,CON,P,NOT,FIC-POP-CON,POP-P,POP-NOT,2017,SIM
ND,,ND,M,32.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
ND,,ND,M,32.0,FIC,DES,CON,P,NOT,FIC-DES-CON,DES-P,DES-NOT,2017,NÃO
